76,2022-11-01,2022-11-01,2023-07-26,0
77,2022-11-01,2022-05-25,2023-10-21,0
78,2022-11-01,2022-11-01,2023-01-12,0
79,2022-11-01,2022-11-01,2023-06-09,0
80,2022-11-01,2023-10-06,2024-04-04,0
81,2022-11-01,2023-10-06,2024-04-04,0
82,2022-11-01,2022-11-01,2023-06-09,0
83,2022-11-01,2022-11-01,2023-02-22,0
84,2022-11-01,2022-11-01,2023-07-26,0
85,2022-11-01,2022-11-01,2023-07-26,0
86,2022-11-01,2023-10-09,2024-04-05,0
87,2022-11-01,2023-04-22,2023-10-19,0
88,2022-11-01,2022-11-01,2023-07-26,0
89,2022-11-01,2022-11-01,2023-02-17,0
90,2022-11-01,2022-11-01,2023-07-26,0
91,2022-11-01,2022-11-01,2023-05-08,0
92,2022-11-01,2022-11-01,2023-03-07,0
93,2022-11-01,2023-10-06,2024-04-04,0
94,2022-11-01,2022-11-01,2023-01-16,0
95,2022-11-01,2023-08-08,2023-11-03,0
96,2022-11-01,2022-11-01,2023-07-26,0
97,2022-11-01,2023-07-22,2023-10-18,0
98,2022-11-01,2022-11-01,2023-07-27,0
99,2022-11-01,2022-11-01,2023-06-09,0
100,2022-11-01,2022-11-01,2023-01-16,0
101,2022-11-01,2022-11-01,2023-02-06,0
102,2022-11-01,2022-11-01,2023-01-11,0
103,2022-11-01,2023-07-19,2023-10-19,0
104,2022-11-01,2022-11-01,2023-07-27,0
105,2022-11-01,2023-09-17,2023-12-06,0
106,2022-11-01,2022-11-01,2023-07-27,0
107,2022-11-01,2022-07-27,2023-10-23,0
108,2022-11-01,2022-11-01,2023-07-27,0
109,2022-11-01,2022-11-01,2023-05-24,0
110,2022-11-01,2022-11-01,2023-05-08,0
111,2022-11-01,2022-07-18,2023-10-12,0
112,2022-11-01,2022-11-01,2023-07-27,0
113,2022-11-01,2023-07-17,2023-10-03,0
114,2022-11-01,2023-07-12,2023-10-10,0
115,2022-11-01,2022-11-01,2023-07-27,0
116,2022-11-01,2022-11-01,2023-01-18,0
117,2022-11-01,2022-11-01,2023-07-27,0
118,2022-11-01,2022-11-01,2023-07-27,0
119,2022-11-01,2022-11-01,2023-11-24,0
120,2023-05-25,2023-08-29,2023-11-25,0
121,2022-11-01,2022-11-01,2023-07-27,0
122,2022-11-01,2023-02-02,2023-07-28,0
123,2022-11-01,2022-11-01,2023-05-24,0
124,2022-11-01,2023-08-09,2023-11-08,0
125,2022-11-01,2023-03-10,2023-08-23,0
126,2022-11-01,2022-11-01,2023-07-28,0
127,2022-11-01,2023-10-10,2024-04-03,0
128,2022-11-01,2022-11-01,2023-07-28,0
129,2022-11-01,2023-09-30,2023-12-09,0
130,2022-11-01,2022-11-01,2023-09-08,0
131,2022-11-01,2023-04-26,2023-06-12,0
132,2022-11-01,2023-06-21,2023-09-13,0
133,2022-11-01,2022-11-01,2023-07-28,0
134,2022-11-01,2022-11-01,2023-05-24,0
135,2022-11-01,2022-11-01,2023-03-21,0
136,2022-11-01,2022-11-01,2023-07-28,0
137,2022-11-01,2022-11-01,2023-06-12,0
138,2022-11-01,2023-02-19,2023-05-19,0
139,2022-11-01,2022-11-01,2023-07-28,0
140,2022-11-01,2023-04-26,2023-10-28,0
141,2022-11-01,2023-08-20,2023-11-06,0
142,2022-11-01,2023-08-17,2024-03-14,0
143,2022-11-01,2023-08-14,2023-11-07,0
144,2022-11-01,2023-09-04,2023-12-01,0
145,2022-11-01,2022-11-01,2023-03-02,0
146,2022-11-01,2022-11-01,2023-10-28,0
147,2022-11-01,2023-09-14,2023-11-24,0
148,2022-11-01,2022-11-01,2023-05-12,0
149,2022-11-01,2022-11-01,2023-07-31,0
150,2022-11-01,2023-08-16,2023-11-06,0
151,2022-11-01,2022-11-01,2023-04-03,0
152,2022-11-01,2022-11-01,2023-07-31,0
153,2022-11-01,2023-08-25,2023-11-23,0
154,2022-11-01,2022-11-01,2023-04-03,0
155,2022-11-01,2022-11-01,2023-07-31,0
156,2022-11-01,2022-11-01,2023-07-31,0
157,2022-11-01,2022-11-01,2023-07-31,0
158,2022-11-01,2023-08-10,2023-11-10,0
159,2022-11-01,2022-11-01,2023-03-27,0
160,2022-11-01,2022-11-01,2023-04-03,0
161,2022-11-01,2022-11-01,2023-07-31,0
162,2022-11-01,2023-08-26,2023-11-23,0
163,2022-11-01,2022-11-01,2023-02-24,0
164,2022-11-01,2023-07-27,2023-10-25,0
165,2022-11-01,2023-05-17,2023-08-14,0
166,2022-11-01,2023-08-22,2023-11-16,0
167,2022-11-01,2022-11-01,2023-01-30,0
168,2022-11-01,2022-11-01,2023-07-31,0
169,2022-11-01,2022-11-01,2023-07-31,0
170,2022-11-01,2022-11-01,2023-07-31,0
171,2022-11-01,2023-08-28,2023-11-17,0
172,2022-11-01,2023-04-16,2023-07-09,0
173,2022-11-01,2023-08-22,2023-10-31,0
174,2022-11-01,2022-11-01,2023-08-01,0
175,2022-11-01,2022-11-01,2023-08-01,0
176,2022-11-01,2022-11-01,2023-08-01,0
177,2022-11-01,2022-11-01,2023-05-15,0
178,2022-11-01,2023-07-08,2023-08-02,0
179,2022-11-01,2023-04-18,2023-07-18,0
180,2022-11-01,2022-11-01,2023-08-01,0
181,2022-11-01,2023-09-08,2023-11-25,0
182,2022-11-01,2022-11-01,2023-06-18,0
183,2022-11-01,2023-10-05,2023-11-01,0
184,2022-11-01,2022-11-01,2023-08-01,0
185,2022-11-01,2022-11-01,2023-08-01,0
186,2022-11-01,2023-10-07,2024-03-21,0
187,2022-11-01,2022-11-01,2023-04-07,0
188,2022-11-01,2023-09-26,2023-12-21,0
189,2022-11-01,2022-11-01,2023-04-11,0
190,2022-11-01,2023-08-10,2023-11-07,0
191,2022-11-01,2023-07-08,2023-10-03,0
192,2022-11-01,2022-11-01,2023-05-24,0
193,2022-11-01,2022-11-01,2023-03-14,0
194,2022-11-01,2022-11-01,2023-08-01,0
195,2022-11-01,2022-11-01,2023-02-24,0
196,2022-11-01,2022-08-13,2023-10-24,0
197,2022-11-01,2023-03-05,2023-06-05,0
198,2022-11-01,2022-11-01,2023-08-01,0
199,2022-11-01,2022-11-01,2023-06-12,0
200,2022-11-01,2022-11-01,2023-06-12,0
201,2022-11-01,2022-11-01,2023-08-01,0
202,2022-11-01,2022-11-01,2023-05-15,0
203,2022-11-01,2022-11-01,2023-08-01,0
204,2022-11-01,2023-07-27,2023-10-03,0
205,2022-11-01,2022-11-01,2023-08-02,0
206,2022-11-01,2022-11-01,2023-08-02,0
207,2022-11-01,2022-11-01,2023-08-02,0
208,2022-11-01,2023-09-02,2023-08-02,0
209,2022-11-01,2022-11-01,2023-08-02,0
210,2022-11-01,2022-11-01,2023-04-05,0
211,2022-11-01,2023-02-05,2023-04-02,0
212,2022-11-01,2022-11-01,2023-03-14,0
213,2022-11-01,2022-11-01,2023-06-12,0
214,2022-11-01,2022-11-01,2023-08-02,0
215,2022-11-01,2022-11-01,2023-04-11,0
216,2022-11-01,2023-10-06,2024-04-01,0
217,2022-11-01,2022-11-01,2023-04-04,0
218,2022-11-01,2022-11-01,2023-08-02,0
219,2022-11-01,2022-07-25,2023-10-21,0
220,2022-11-01,2022-11-01,2023-03-29,0
221,2022-11-01,2022-11-01,2023-08-02,0
222,2022-11-01,2022-11-01,2023-08-12,0
223,2022-11-01,2022-11-01,2023-08-02,0
224,2022-11-01,2022-11-01,2023-02-06,0
225,2022-11-01,2022-11-01,2023-08-02,0
226,2022-11-01,2022-07-13,2023-09-25,0
227,2022-11-01,2022-11-01,2023-08-03,0
228,2022-11-01,2023-08-28,2023-11-21,0
229,2022-11-01,2022-11-01,2023-06-12,0
230,2022-11-01,2022-11-01,2023-06-12,0
231,2022-11-01,2023-10-06,2024-04-03,0
232,2022-11-01,2023-05-03,2023-08-02,0
233,2022-11-01,2022-08-14,2023-11-03,0
234,2022-11-01,2022-11-01,2023-08-03,0
235,2022-11-01,2023-07-15,2023-10-11,0
236,2022-11-01,2022-11-01,2023-05-15,0
237,2022-11-01,2022-11-01,2023-06-12,0
238,2022-11-01,2022-11-01,2023-08-03,0
239,2022-11-01,2022-11-01,2023-08-03,0
240,2022-11-01,2022-11-01,2023-08-03,0
241,2022-11-01,2022-11-01,2023-08-20,0
242,2022-11-01,2022-11-01,2023-06-13,0
243,2022-11-01,2022-11-01,2023-08-03,0
244,2022-11-01,2022-11-01,2023-06-13,0
245,2022-11-01,2022-11-01,2023-08-03,0
246,2022-11-01,2022-11-01,2023-06-13,0
247,2022-11-01,2022-11-01,2023-08-07,0
248,2022-11-01,2022-11-01,2023-06-13,0
249,2022-11-01,2022-11-01,2023-08-03,0
250,2022-11-01,2022-11-01,2023-06-13,0
251,2022-11-01,2023-09-18,2023-11-03,0
252,2022-11-01,2022-11-01,2023-08-04,0
253,2022-11-01,2022-11-01,2023-08-04,0
254,2022-11-01,2022-11-01,2023-05-24,0
255,2022-11-01,2022-11-01,2023-04-04,0
256,2022-11-01,2022-11-01,2023-09-04,0
257,2022-11-01,2023-08-10,2023-11-10,0
258,2022-11-01,2023-09-22,2023-12-17,0
259,2022-11-01,2022-11-01,2023-08-04,0
260,2022-11-01,2023-08-11,2023-11-04,0
261,2022-11-01,2022-11-01,2023-08-04,0
262,2022-11-01,2022-07-17,2023-10-11,0
263,2022-11-01,2022-11-01,2023-02-28,0
264,2022-11-01,2022-11-01,2023-08-04,0
265,2022-11-01,2023-02-25,2023-05-25,0
266,2022-11-01,2022-11-01,2023-08-04,0
267,2022-11-01,2022-11-01,2023-08-04,0
268,2022-11-01,2022-11-01,2023-06-13,0
269,2022-11-01,2023-08-10,2023-11-07,0
270,2022-11-01,2022-11-01,2023-08-07,0
271,2022-11-01,2022-11-01,2023-08-07,0
272,2022-11-01,2022-08-08,2023-11-02,0
273,2022-11-01,2022-11-01,2023-08-07,0
274,2022-11-01,2022-11-01,2023-06-13,0
275,2022-11-01,2022-11-01,2023-03-01,0
276,2022-11-01,2022-11-01,2023-08-07,0
277,2022-11-01,2022-11-01,2023-08-07,0
278,2022-11-01,2022-11-01,2023-08-07,0
279,2022-11-01,2022-11-01,2023-06-13,0
280,2022-11-01,2022-11-01,2023-08-07,0
281,2022-11-01,2022-11-01,2023-08-07,0
282,2022-11-01,2022-11-01,2023-08-07,0
283,2022-11-01,2022-11-01,2023-08-08,0
284,2022-11-01,2022-11-01,2023-08-08,0
285,2022-11-01,2022-11-01,2023-08-08,0
286,2022-11-01,2022-11-01,2023-08-08,0
287,2022-11-01,2022-11-01,2023-08-08,0
288,2022-11-01,2023-07-09,2023-08-14,0
289,2022-11-01,2022-11-01,2023-08-08,0
290,2022-11-01,2022-11-01,2023-08-08,0
291,2022-11-01,2022-11-01,2023-08-08,0
292,2022-11-01,2022-11-01,2023-06-13,0
293,2022-11-01,2022-11-01,2023-08-08,0
294,2022-11-01,2022-11-01,2023-02-16,0
295,2022-11-01,2022-11-01,2023-08-08,0
296,2022-11-01,2022-11-01,2023-08-09,0
297,2022-11-01,2022-11-01,2023-06-14,0
298,2022-11-01,2023-07-17,2023-10-13,0
299,2022-11-01,2023-09-15,2023-12-08,0
300,2022-11-01,2022-11-01,2023-08-09,0
301,2022-11-01,2022-11-01,2023-08-09,0
302,2022-11-01,2023-02-22,2023-08-09,0
303,2022-11-01,2022-11-01,2023-08-09,0
304,2022-11-01,2022-11-01,2023-08-09,0
305,2022-11-01,2022-11-01,2023-05-15,0
306,2022-11-01,2022-03-28,2023-06-21,0
307,2022-11-01,2022-11-01,2023-09-14,0
308,2022-11-01,2022-11-01,2023-08-09,0
309,2022-11-01,2022-11-01,2023-08-09,0
310,2022-11-01,2022-11-01,2023-03-29,0
311,2022-11-01,2023-08-29,2023-11-09,0
312,2022-11-01,2023-03-20,2023-08-09,0
313,2022-11-01,2022-11-01,2023-08-10,0
314,2022-11-01,2022-11-01,2023-08-10,0
315,2022-11-01,2022-11-01,2023-08-10,0
316,2022-11-01,2022-11-01,2023-08-10,0
317,2022-11-01,2023-09-08,2023-12-10,0
318,2022-11-01,2022-11-01,2023-08-10,0
319,2022-11-01,2022-11-01,2023-08-10,0
320,2022-11-01,2022-11-01,2023-08-10,0
321,2022-11-01,2022-11-01,2023-08-10,0
322,2022-11-01,2022-11-01,2023-05-08,0
323,2022-11-01,2022-11-01,2023-08-10,0
324,2022-11-01,2022-11-01,2023-06-14,0
325,2022-11-01,2022-11-01,2023-06-14,0
326,2022-11-01,2022-11-01,2023-01-17,0
327,2022-11-01,2022-11-01,2023-08-11,0
328,2022-11-01,2022-11-01,2023-08-11,0
329,2022-11-01,2022-11-01,2023-08-11,0
330,2022-11-01,2022-11-01,2023-08-11,0
331,2022-11-01,2022-11-01,2023-08-11,0
332,2022-11-01,2022-11-01,2023-08-11,0
333,2022-11-01,2022-11-01,2023-06-14,0
334,2022-11-01,2022-11-01,2023-08-11,0
335,2022-11-01,2022-11-01,2023-05-15,0
336,2022-11-01,2022-11-01,2023-08-11,0
337,2022-11-01,2022-11-01,2023-08-11,0
338,2022-11-01,2022-11-01,2023-08-11,0
339,2022-11-01,2022-11-01,2023-05-27,0
340,2022-11-01,2022-11-01,2023-08-13,0
341,2022-11-01,2022-11-01,2023-08-14,0
342,2022-11-01,2022-11-01,2023-08-14,0
343,2022-11-01,2022-11-01,2023-08-14,0
344,2022-11-01,2022-11-01,2023-03-16,0
345,2022-11-01,2023-09-05,2023-12-04,0
346,2022-11-01,2022-11-01,2023-08-14,0
347,2022-11-01,2022-11-01,2023-08-14,0
348,2022-11-01,2022-11-01,2023-08-14,0
349,2022-11-01,2022-11-01,2023-08-14,0
350,2022-11-01,2022-11-01,2023-08-14,0
351,2022-11-01,2022-11-01,2023-08-14,0
352,2022-11-01,2022-11-01,2023-08-14,0
353,2022-11-01,2022-11-01,2023-08-16,0
354,2022-11-01,2022-11-01,2023-08-16,0
355,2022-11-01,2022-11-01,2023-06-14,0
356,2022-11-01,2022-11-01,2023-08-16,0
357,2022-11-01,2022-11-01,2023-08-16,0
358,2022-11-01,2023-02-03,2023-07-02,0
359,2022-11-01,2022-11-01,2023-08-16,0
360,2022-11-01,2022-11-01,2023-08-16,0
361,2022-11-01,2022-11-01,2023-06-14,0
362,2022-11-01,2023-06-03,2023-08-09,0
363,2022-11-01,2022-11-01,2023-05-24,0
364,2022-11-01,2023-09-28,2023-10-02,0
365,2022-11-01,2022-11-01,2023-08-16,0
366,2022-11-01,2022-11-01,2023-05-14,0
367,2022-11-01,2023-10-10,2024-04-03,0
368,2022-11-01,2023-08-16,2023-11-07,0
369,2022-11-01,2022-11-01,2023-08-16,0
370,2022-11-01,2023-10-09,2024-03-20,0
371,2022-11-01,2023-02-08,2023-11-08,0
372,2022-11-01,2022-11-01,2023-04-04,0
373,2022-11-01,2023-09-19,2023-12-14,0
374,2022-11-01,2022-11-01,2023-08-16,0
375,2022-11-01,2022-11-01,2023-05-24,0
376,2022-11-01,2022-11-01,2023-05-24,0
377,2022-11-01,2022-11-01,2023-08-16,0
378,2022-11-01,2022-11-01,2023-08-17,0
379,2022-11-01,2023-09-17,2023-12-02,0
380,2022-11-01,2022-11-01,2023-08-17,0
381,2022-11-01,2022-11-01,2023-08-17,0
382,2022-11-01,2022-11-01,2023-03-27,0
383,2022-11-01,2022-11-01,2023-08-17,0
384,2022-11-01,2022-11-01,2023-03-14,0
385,2022-11-01,2022-11-01,2023-03-04,0
386,2022-11-01,2022-11-01,2023-08-17,0
387,2022-11-01,2022-11-01,2023-08-17,0
388,2022-11-01,2022-11-01,2023-08-17,0
389,2022-11-01,2023-09-03,2023-11-11,0
390,2022-11-01,2022-11-01,2023-08-17,0
391,2022-11-01,2022-11-01,2023-08-17,0
392,2022-11-01,2022-11-01,2023-08-17,0
393,2022-11-01,2023-10-05,2024-04-03,0
394,2022-11-01,2022-11-01,2023-06-14,0
395,2022-11-01,2023-03-23,2023-06-23,0
396,2022-11-01,2022-11-01,2023-08-18,0
397,2022-11-01,2022-11-01,2023-01-13,0
398,2022-11-01,2022-11-01,2023-02-16,0
399,2022-11-01,2022-11-01,2023-02-22,0
400,2022-11-01,2022-11-01,2023-06-15,0
401,2022-11-01,2022-11-01,2023-08-18,0
402,2022-11-01,2022-11-01,2023-08-18,0
403,2022-11-01,2022-11-01,2023-08-18,0
404,2022-11-01,2022-11-01,2023-08-18,0
405,2022-11-01,2022-11-01,2023-08-18,0
406,2022-11-01,2022-11-01,2023-08-18,0
407,2022-11-01,2022-11-01,2023-03-21,0
408,2022-11-01,2022-11-01,2023-05-25,0
409,2022-11-01,2023-09-14,2023-12-08,0
410,2022-11-01,2022-11-01,2023-08-18,0
411,2022-11-01,2023-08-31,2023-11-08,0
412,2022-11-01,2023-09-30,2023-12-08,0
413,2022-11-01,2022-11-01,2023-08-18,0
414,2022-11-01,2023-09-04,2023-11-15,0
415,2022-11-01,2022-11-01,2023-09-28,0
416,2022-11-01,2022-11-01,2023-08-21,0
417,2022-11-01,2022-11-01,2023-08-21,0
418,2022-11-01,2022-11-01,2023-08-21,0
419,2022-11-01,2022-11-01,2023-08-21,0
420,2022-11-01,2022-11-01,2023-08-21,0
421,2022-11-01,2022-11-01,2023-06-15,0
422,2022-11-01,2022-11-01,2023-02-13,0
423,2022-11-01,2022-11-01,2023-06-15,0
424,2022-11-01,2022-11-01,2023-08-21,0
425,2022-11-01,2023-08-01,2023-10-12,0
426,2022-11-01,2022-11-01,2023-08-21,0
427,2022-11-01,2023-07-25,2023-10-19,0
428,2022-11-01,2022-11-01,2023-06-15,0
429,2022-11-01,2022-11-01,2023-08-21,0
430,2022-11-01,2022-11-01,2023-08-21,0
431,2022-11-01,2022-11-01,2023-08-21,0
432,2022-11-01,2022-11-01,2023-06-15,0
433,2022-11-01,2022-11-01,2023-08-22,0
434,2022-11-01,2023-05-03,2023-08-17,0
435,2022-11-01,2022-11-01,2023-02-13,0
436,2022-11-01,2022-11-01,2023-08-22,0
437,2022-11-01,2023-05-28,2023-08-02,0
438,2022-11-01,2022-11-01,2023-08-22,0
439,2022-11-01,2023-09-28,2023-11-20,0
440,2022-11-01,2022-11-01,2023-08-22,0
441,2022-11-01,2022-11-01,2023-08-22,0
442,2022-11-01,2022-11-01,2023-08-22,0
443,2022-11-01,2023-09-19,2023-11-23,0
444,2022-11-01,2022-11-01,2023-04-03,0
445,2022-11-01,2022-11-01,2023-08-22,0
446,2022-11-01,2023-09-30,2023-12-01,0
447,2022-11-01,2022-11-01,2023-08-22,0
448,2022-11-01,2022-11-01,2023-08-22,0
449,2022-11-01,2023-01-26,2023-04-26,0
450,2022-11-01,2022-11-01,2023-08-22,0
451,2022-11-01,2022-11-01,2023-08-23,0
452,2022-11-01,2023-07-19,2023-10-11,0
453,2022-11-01,2022-11-01,2023-08-23,0
454,2022-11-01,2022-11-01,2023-08-23,0
455,2022-11-01,2022-11-01,2023-08-23,0
456,2022-11-01,2022-11-01,2023-08-23,0
457,2022-11-01,2022-11-01,2023-08-23,0
458,2022-11-01,2022-11-01,2023-08-23,0
459,2022-11-01,2022-11-01,2023-08-23,0
460,2022-11-01,2022-11-01,2023-02-21,0
461,2022-11-01,2022-11-01,2023-08-23,0
462,2022-11-01,2022-11-01,2023-06-15,0
463,2022-11-01,2022-11-01,2023-02-09,0
464,2022-11-01,2022-11-01,2023-08-23,0
465,2022-11-01,2023-05-25,2023-08-25,0
466,2022-11-01,2022-11-01,2023-02-11,0
467,2022-11-01,2022-11-01,2023-05-25,0
468,2022-11-01,2023-09-17,2023-12-01,0
469,2022-11-01,2022-11-01,2023-08-24,0
470,2022-11-01,2022-11-01,2023-05-15,0
471,2022-11-01,2022-08-20,2023-10-30,0
472,2022-11-01,2022-11-01,2022-08-24,0
473,2022-11-01,2022-11-01,2023-01-26,0
474,2022-11-01,2022-11-01,2023-08-24,0
475,2022-11-01,2023-09-19,2023-12-08,0
476,2022-11-01,2022-11-01,2023-08-24,0
477,2022-11-01,2023-08-14,2023-11-11,0
478,2022-11-01,2022-11-01,2023-08-24,0
479,2022-11-01,2022-11-01,2023-04-04,0
480,2022-11-01,2022-11-01,2023-08-24,0
481,2022-11-01,2022-11-01,2023-08-24,0
482,2022-11-01,2022-11-01,2023-08-24,0
483,2022-11-01,2023-10-06,2024-04-04,0
484,2022-11-01,2022-11-01,2023-01-26,0
485,2022-11-01,2022-11-01,2023-08-25,0
486,2022-11-01,2022-11-01,2023-08-25,0
487,2022-11-01,2022-11-01,2023-06-15,0
488,2022-11-01,2022-11-01,2023-03-01,0
489,2022-11-01,2023-04-11,2023-07-11,0
490,2022-11-01,2022-11-01,2023-06-15,0
491,2022-11-01,2022-11-01,2023-08-25,0
492,2022-11-01,2023-06-21,2023-11-21,0
493,2022-11-01,2022-11-01,2023-03-29,0
494,2022-11-01,2022-11-01,2023-08-25,0
495,2022-11-01,2022-11-01,2023-08-25,0
496,2022-11-01,2022-11-01,2023-08-25,0
497,2022-11-01,2022-11-01,2023-02-22,0
498,2022-11-01,2022-11-01,2023-08-25,0
499,2022-11-01,2023-08-06,2023-09-30,0
500,2022-11-01,2022-11-01,2023-04-13,0
501,2022-11-01,2023-07-15,2023-10-12,0
502,2022-11-01,2022-11-01,2023-06-15,0
503,2022-11-01,2022-11-01,2023-08-25,0
504,2022-11-01,2022-11-01,2023-03-27,0
505,2022-11-01,2022-11-01,2023-08-25,0
506,2022-11-01,2023-09-17,2023-12-04,0
507,2022-11-01,2023-07-07,2023-09-30,0
508,2022-11-01,2022-11-01,2023-06-15,0
509,2022-11-01,2022-11-01,2023-08-25,0
510,2022-11-01,2022-11-01,2022-08-28,0
511,2022-11-01,2022-11-01,2023-08-28,0
512,2022-11-01,2022-11-01,2023-08-28,0
513,2022-11-01,2022-11-01,2023-08-28,0
514,2022-11-01,2022-11-01,2023-08-28,0
515,2022-11-01,2022-11-01,2023-08-28,0
516,2022-11-01,2022-11-01,2023-08-28,0
517,2022-11-01,2022-11-01,2023-08-28,0
518,2022-11-01,2022-11-01,2023-08-28,0
519,2022-11-01,2022-11-01,2023-08-28,0
520,2022-11-01,2022-11-01,2023-08-29,0
521,2022-11-01,2022-11-01,2023-09-21,0
522,2022-11-01,2022-11-01,2023-08-29,0
523,2022-11-01,2022-11-01,2023-08-29,0
524,2022-11-01,2022-11-01,2023-05-08,0
525,2022-11-01,2022-11-01,2023-08-29,0
526,2022-11-01,2023-10-04,2024-03-16,0
527,2022-11-01,2022-11-01,2023-05-15,0
528,2022-11-01,2022-11-01,2023-05-15,0
529,2022-11-01,2022-11-01,2023-06-16,0
530,2022-11-01,2022-11-01,2023-02-17,0
531,2022-11-01,2022-11-01,2023-04-05,0
532,2022-11-01,2022-11-01,2023-07-10,0
533,2022-11-01,2022-11-01,2023-02-24,0
534,2022-11-01,2023-07-23,2023-10-20,0
535,2022-11-01,2022-11-01,2023-06-16,0
536,2022-11-01,2022-11-01,2023-06-16,0
537,2022-11-01,2022-11-01,2023-06-16,0
538,2022-11-01,2022-11-01,2023-06-16,0
539,2022-11-01,2022-11-01,2023-06-16,0
540,2022-11-01,2022-11-01,2023-06-16,0
541,2022-11-01,2022-11-01,2023-04-11,0
542,2022-11-01,2022-11-01,2023-05-25,0
543,2022-11-01,2022-11-01,2023-06-16,0
544,2022-11-01,2022-11-01,2023-06-16,0
545,2022-11-01,2022-11-01,2023-06-19,0
546,2022-11-01,2022-11-01,2023-08-29,0
547,2022-11-01,2022-11-01,2023-05-16,0
548,2022-11-01,2022-11-01,2023-06-19,0
549,2022-11-01,2022-11-01,2023-08-29,0
550,2022-11-01,2022-11-01,2023-05-25,0
551,2022-11-01,2022-05-17,2023-08-16,0
552,2022-11-01,2022-11-01,2023-02-17,0
553,2022-11-01,2022-11-01,2023-08-29,0
554,2022-11-01,2022-11-01,2023-08-29,0
555,2022-11-01,2023-03-03,2023-06-02,0
556,2022-11-01,2022-11-01,2023-02-13,0
557,2022-11-01,2023-03-18,2023-06-04,0
558,2022-11-01,2022-11-01,2023-08-29,0
559,2022-11-01,2022-05-24,2023-08-07,0
560,2022-11-01,2022-11-01,2023-08-29,0
